make,model,fuel,year,kms,power,transmission,price
Opel,Crossland,Gasolina,2022,5,110,manual,22900
Opel,Crossland,Gasolina,2022,24847,110,manual,19990
Opel,Crossland,Diésel,2021,41356,120,automatic,18590
Opel,Crossland,Gasolina,2022,11,110,manual,22700
Opel,Crossland,Gasolina,2022,11,110,manual,22700
Opel,Crossland,Gasolina,2021,51390,110,manual,18200
Opel,Crossland,Gasolina,2021,30536,110,manual,17100
Opel,Crossland,Gasolina,2022,10,130,manual,23800
Opel,Crossland,Gasolina,2022,16,130,manual,22975
Opel,Crossland,Gasolina,2019,40816,83,manual,13490
Opel,Crossland,Gasolina,2019,40816,83,manual,13490
Opel,Crossland,Gasolina,2021,34500,83,manual,14490
Opel,Combo,Diésel,2019,44084,100,manual,16990
Opel,Combo,Diésel,2019,44084,100,manual,16990
Opel,Combo,Diésel,2019,44084,100,manual,16990
Opel,Combo,Diésel,2021,51872,102,manual,25990
Opel,Combo,Diésel,2018,37100,100,manual,10490
Opel,Combo,Diésel,2018,37100,100,manual,10490
Opel,Combo,Diésel,2018,37100,100,manual,10490
Opel,Combo,Diésel,2018,134752,95,manual,11990
Opel,Combo,Diésel,2019,105772,100,manual,16490
Opel,Combo,Diésel,2019,105772,100,manual,16490
Opel,Combo,Diésel,2017,113687,95,manual,13600
Opel,Combo,Diésel,2021,51087,102,manual,21900
Opel,Movano,Diésel,2022,2000,140,manual,29900
Opel,Movano,Diésel,2019,188000,170,automatic,19900
Opel,Movano,Diésel,2019,99995,170,manual,18700
Opel,Movano,Diésel,2018,85000,130,manual,26980
Opel,Movano,Diésel,2015,149500,110,manual,17900
Opel,Movano,Diésel,2019,128000,130,manual,24450
Opel,Movano,Diésel,2018,130075,130,manual,17355
Opel,Cabrio,Gasolina,2016,98017,140,manual,16618
Opel,Cabrio,Gasolina,2017,51441,140,manual,16963
Opel,Cabrio,Gasolina,2015,58444,140,manual,15180
Opel,Cabrio,Gasolina,2015,62703,140,manual,15730
Opel,Cabrio,Gasolina,2016,98017,140,manual,16618
Opel,Cabrio,Gasolina,2017,51441,140,manual,16963
Opel,Cabrio,Gasolina,2015,62703,140,manual,15730
Opel,Cabrio,Gasolina,2015,62703,140,manual,15730
Opel,Cabrio,Gasolina,2017,51441,140,manual,16963
Opel,Cabrio,Gasolina,2015,62703,140,manual,15730
Opel,Cabrio,Gasolina,2015,62703,140,manual,15730
Opel,Cabrio,Gasolina,2016,98017,140,manual,16618
Opel,Cabrio,Gasolina,2017,51441,140,manual,16963
Opel,Cabrio,Gasolina,2015,62703,140,manual,15730
Opel,Cabrio,Gasolina,2015,62703,140,manual,15730
Opel,Cabrio,Gasolina,2015,62703,140,manual,15730
Opel,Cabrio,Gasolina,2015,62703,140,manual,15730
Opel,Cabrio,Gasolina,2015,62703,140,manual,15730
Opel,Cabrio,Gasolina,2015,62703,140,manual,15730
Opel,Cabrio,Gasolina,2015,62703,140,manual,15730
Opel,Cabrio,Gasolina,2015,62703,140,manual,15730
Opel,Cabrio,Gasolina,2015,62703,140,manual,15730
Opel,Cabrio,Gasolina,2015,62703,140,manual,15730
Opel,Cabrio,Gasolina,2016,98017,140,manual,16618
Opel,Cabrio,Gasolina,2017,51441,140,manual,16963
Opel,Cabrio,Gasolina,2015,58444,140,manual,15180
Opel,Cabrio,Gasolina,2015,58444,140,manual,15180
Opel,Cabrio,Gasolina,2015,58444,140,manual,15180
Opel,Cabrio,Gasolina,2016,98017,140,manual,16618
Opel,Cabrio,Gasolina,2017,51441,140,manual,16963
Opel,Cabrio,Gasolina,2016,98017,140,manual,16618
Opel,Vivaro,Diésel,2018,83477,145,manual,20990
Opel,Vivaro,Diésel,2021,50,102,manual,25900
Opel,Vivaro,Diésel,2021,50,102,manual,25900
Opel,Vivaro,Diésel,2021,50,102,manual,25900
Opel,Vivaro,Diésel,2021,50,102,manual,25900
Opel,Vivaro,Diésel,2021,50,102,manual,25900
Opel,Vivaro,Diésel,2021,50,102,manual,25900
Opel,Vivaro,Diésel,2021,50,102,manual,25900
Opel,Vivaro,Diésel,2021,50,102,manual,25900
Opel,Vivaro,Diésel,2021,50,102,manual,25900
Opel,Vivaro,Diésel,2021,50,102,manual,25900
Opel,Vivaro,Diésel,2021,50,102,manual,25900
Opel,Vivaro,Diésel,2021,50,102,manual,25900
Opel,Vivaro,Diésel,2016,74100,115,manual,20790
Opel,Vivaro,Diésel,2021,13909,145,manual,35500
Opel,Crossland X,Gasolina,2019,25500,81,manual,12490
Opel,Crossland X,Gasolina,2019,25500,81,manual,12490
Opel,Crossland X,Gasolina,2019,25500,81,manual,12490
Opel,Crossland X,Gasolina,2019,25500,81,manual,12490
Opel,Crossland X,Gasolina,2018,17000,110,manual,15500
Opel,Crossland X,Gasolina,2019,60000,130,manual,14995
Opel,Crossland X,Gasolina,2019,65000,130,manual,14995
Opel,Crossland X,Gasolina,2019,75995,130,automatic,14990
Opel,Crossland X,Gasolina,2019,52671,130,manual,14490
Opel,Crossland X,Gasolina,2019,13300,110,manual,14990
Opel,Crossland X,Gasolina,2019,52671,130,manual,14490
Opel,Crossland X,Gasolina,2019,13300,110,manual,14990
Opel,Crossland X,Gasolina,2019,71267,110,manual,14490
Opel,Crossland X,Gasolina,2019,75995,130,automatic,14990
Opel,Crossland X,Gasolina,2018,28790,130,manual,14890
Opel,Crossland X,Gasolina,2020,34500,110,manual,16490
Opel,Crossland X,Gasolina,2019,13300,110,manual,14990
Opel,Crossland X,Gasolina,2019,73656,110,manual,14990
Opel,Antara,Diésel,2007,280000,150,manual,4200
Opel,Antara,Diésel,2012,80400,163,manual,10500
Opel,Antara,Diésel,2008,110000,150,automatic,9500
Opel,Antara,Diésel,2013,134515,184,manual,10900
Opel,Antara,Diésel,2013,110000,163,manual,12500
Opel,Antara,Diésel,2008,207885,150,manual,7499
Opel,Antara,Diésel,2015,92853,163,manual,12474
Opel,Corsa-e,Eléctrico,2020,33949,136,automatic,23990
Opel,Corsa-e,Eléctrico,2022,2170,136,automatic,27900
Opel,Corsa-e,Eléctrico,2022,2170,136,automatic,27900
Opel,Corsa-e,Eléctrico,2022,2170,136,automatic,27900
Opel,Corsa-e,Eléctrico,2022,2170,136,automatic,27900
Opel,Corsa-e,Eléctrico,2022,2170,136,automatic,27900
Opel,Corsa-e,Eléctrico,2022,2170,136,automatic,27900
Opel,Corsa-e,Eléctrico,2022,2170,136,automatic,27900
Opel,Corsa-e,Eléctrico,2022,2170,136,automatic,27900
Opel,Corsa-e,Eléctrico,2022,2170,136,automatic,27900
Opel,Corsa-e,Eléctrico,2022,2170,136,automatic,27900
Opel,Corsa-e,Eléctrico,2022,2170,136,automatic,27900
Opel,Corsa-e,Gasolina,2019,71135,90,manual,9990
Tesla,Model 3,Eléctrico,2022,26283,498,automatic,52325
Tesla,Model 3,Eléctrico,2022,26283,498,automatic,52325
Tesla,Model 3,Eléctrico,2022,26283,498,automatic,52325
Tesla,Model 3,Eléctrico,2022,26283,498,automatic,52325
Tesla,Model 3,Eléctrico,2022,26283,498,automatic,52325
Tesla,Model 3,Eléctrico,2022,26283,498,automatic,52325
Tesla,Model 3,Eléctrico,2022,26283,498,automatic,52325
Tesla,Model 3,Eléctrico,2022,26283,498,automatic,52325
Tesla,Model 3,Eléctrico,2022,26283,498,automatic,52325
Tesla,Model 3,Eléctrico,2022,26283,498,automatic,52325
Tesla,Model 3,Eléctrico,2022,26283,498,automatic,52325
Tesla,Model 3,Eléctrico,2022,26283,498,automatic,52325
Tesla,Model 3,Eléctrico,2022,26283,498,automatic,52325
Tesla,Model 3,Eléctrico,2019,45906,306,automatic,41900
Tesla,Model 3,Eléctrico,2019,45906,306,automatic,41900
Tesla,Model 3,Eléctrico,2019,45906,306,automatic,41900
Tesla,Model 3,Eléctrico,2019,45906,306,automatic,41900
Tesla,Model 3,Eléctrico,2019,45906,306,automatic,41900
Tesla,Model 3,Eléctrico,2019,45906,306,automatic,41900
Tesla,Model 3,Eléctrico,2019,45906,306,automatic,41900
Tesla,Model 3,Eléctrico,2019,45906,306,automatic,41900
Tesla,Model 3,Eléctrico,2019,45906,306,automatic,41900
Tesla,Model 3,Eléctrico,2019,45906,306,automatic,41900
Tesla,Model 3,Eléctrico,2019,45906,306,automatic,41900
Tesla,Model 3,Eléctrico,2019,45906,306,automatic,41900
Tesla,Model 3,Eléctrico,2019,45906,306,automatic,41900
Tesla,Model 3,Eléctrico,2020,58229,306,automatic,37490
Tesla,Model 3,Eléctrico,2020,58229,306,automatic,37490
Tesla,Model 3,Eléctrico,2020,58229,306,automatic,37490
Opel,KARL,Gasolina,2016,67033,75,manual,8990
Opel,KARL,Gasolina,2016,67033,75,manual,8990
Opel,KARL,Gasolina,2016,67033,75,manual,8990
Opel,Zafira Tourer,Diésel,2014,229123,165,automatic,11500
Opel,Zafira Tourer,Diésel,2012,73481,130,manual,11199
Opel,Zafira Tourer,Diésel,2012,73481,130,manual,11199
Opel,Zafira Tourer,Gasolina,2018,84756,140,manual,14990
Opel,Zafira Tourer,Gasolina,2018,84756,140,manual,14990
Opel,Zafira Tourer,Diésel,2016,135779,135,manual,12199
Opel,Zafira Tourer,Diésel,2016,112456,136,manual,15238
Opel,Zafira Tourer,Diésel,2016,112456,136,manual,15238
Opel,Zafira Tourer,Diésel,2016,112456,136,manual,15238
Opel,Zafira Tourer,Diésel,2016,112456,136,manual,15238
Opel,Zafira Tourer,Diésel,2016,112456,136,manual,15238
Opel,Zafira Tourer,Diésel,2016,112456,136,manual,15238
Opel,Zafira Tourer,Diésel,2016,112456,136,manual,15238
Opel,Zafira Tourer,Diésel,2016,112456,136,manual,15238
Opel,Zafira Tourer,Diésel,2017,104139,134,manual,16990
Opel,Zafira Tourer,Diésel,2017,104139,134,manual,16990
Opel,Mokka,Gasolina,2016,38144,140,manual,15295
Opel,Mokka,Gasolina,2016,38144,140,manual,15295
Opel,Mokka,Gasolina,2016,38144,140,manual,15295
Opel,Mokka,Gasolina,2022,7950,130,manual,20990
Opel,Mokka,Gasolina,2016,38144,140,manual,15295
Opel,Mokka,Gasolina,2015,98000,140,manual,12990
Opel,Mokka,Gasolina,2015,100000,140,manual,11300
Opel,Mokka,Gasolina,2022,7950,130,manual,20990
Opel,Mokka,Gasolina,2022,7950,130,manual,20990
Opel,Mokka,Gasolina,2016,41332,140,manual,15180
Opel,Mokka,Gasolina,2016,41332,140,manual,15180
Opel,Mokka,Gasolina,2016,41332,140,manual,15180
Opel,Corsa,Gasolina,2021,27570,75,manual,14490
Opel,Corsa,Gasolina,2021,21437,75,manual,14605
Opel,Corsa,Gasolina,2021,27570,75,manual,14490
Opel,Corsa,Gasolina,2021,30157,75,manual,14375
Opel,Corsa,Gasolina,2021,27112,75,manual,14547
Opel,Corsa,Gasolina,2021,21437,75,manual,14605
Opel,Corsa,Gasolina,2015,86000,90,manual,9390
Opel,Corsa,Gasolina,2015,35173,90,manual,9299
Opel,Corsa,Gasolina,2021,32000,102,manual,17400
Opel,Corsa,Gasolina,2020,96564,75,manual,13999
Opel,Combo Life,Diésel,2021,67400,131,manual,24400
Opel,Combo Life,Diésel,2020,40000,130,manual,23990
Opel,Combo Life,Diésel,2021,67403,131,manual,23400
Opel,Combo Life,Diésel,2020,48279,131,manual,22190
Opel,Combo Life,Diésel,2020,48279,131,manual,22190
Opel,Combo Life,Diésel,2020,48279,131,manual,22190
Opel,Combo Life,Diésel,2019,77000,75,manual,17995
Opel,Combo Life,Diésel,2020,14508,131,manual,27600
Opel,Combo Life,Diésel,2020,14508,131,manual,27600
Opel,Combo Life,Diésel,2020,14508,131,manual,27600
Opel,Combo Life,Diésel,2020,14508,131,manual,27600
Opel,Combo Life,Diésel,2020,14508,131,manual,27600
Opel,Combo Life,Diésel,2020,14508,131,manual,27600
Opel,Combo Life,Diésel,2020,14508,131,manual,27600
Opel,Combo Life,Diésel,2020,14508,131,manual,27600
Opel,Combo Life,Diésel,2020,14508,131,manual,27600
Opel,Combo Life,Diésel,2020,14508,131,manual,27600
Opel,Combo Life,Diésel,2020,14508,131,manual,27600
Opel,Combo Life,Diésel,2020,14508,131,manual,27600
Opel,Combo Life,Diésel,2020,14508,131,manual,27600
Opel,Combo Life,Diésel,2020,14508,131,manual,27600
Opel,Combo Life,Diésel,2018,31000,100,manual,18995
Opel,Combo Life,Diésel,2019,124962,102,manual,17900
Opel,Combo Life,Diésel,2021,28231,100,manual,22900
Opel,Combo Life,Diésel,2020,71137,131,automatic,25700
Opel,Combo Life,Diésel,2021,76128,100,manual,24000
Opel,Combo Life,Diésel,2021,78587,100,manual,24000
Opel,Combo Life,Diésel,2021,81313,100,manual,23700
Opel,Combo Life,Diésel,2021,71359,100,manual,24200
Opel,Combo Life,Diésel,2021,71340,100,manual,24200
Opel,Ampera,Eléctrico,2017,50000,150,automatic,25990
Opel,Ampera,Gasolina,2020,19431,130,manual,17990
Opel,Ampera,Gasolina,2020,19431,130,manual,17990
Rover,45,Gasolina,2003,113500,109,manual,1590
Rover,45,Gasolina,2002,36000,109,manual,1990
SsangYong,Kyron,Diésel,2006,110000,141,automatic,6990
SsangYong,Kyron,Diésel,2006,153566,140,manual,6950
SsangYong,Kyron,Diésel,2007,112000,163,manual,8520
SsangYong,Kyron,Diésel,2007,112000,163,manual,8520
Opel,Zafira,Diésel,2008,194900,120,manual,4590
Opel,Zafira,Diésel,2006,213700,150,manual,3900
Opel,Zafira,Diésel,2016,139000,136,manual,13500
Opel,Zafira,Diésel,2016,139000,136,manual,13500
Opel,Zafira,Diésel,2016,139000,136,manual,13500
Opel,Zafira,Diésel,2016,139000,136,manual,13500
SsangYong,XLV,Diésel,2017,91888,115,manual,15353
SsangYong,XLV,Diésel,2017,91888,115,manual,15353
SsangYong,XLV,Diésel,2017,91888,115,manual,15353
SsangYong,XLV,Diésel,2017,91888,115,manual,15353
SsangYong,XLV,Diésel,2017,91888,115,manual,15353
SsangYong,XLV,Diésel,2017,91888,115,manual,15353
SsangYong,XLV,Diésel,2017,91888,115,manual,15353
SsangYong,XLV,Diésel,2017,91888,115,manual,15353
SsangYong,XLV,Diésel,2017,91888,115,manual,15353
SsangYong,XLV,Diésel,2017,91888,115,manual,15353
SsangYong,XLV,Diésel,2017,91888,115,manual,15353
SsangYong,XLV,Diésel,2017,91888,115,manual,15353
SsangYong,XLV,Diésel,2017,91888,115,manual,15353
SsangYong,XLV,Diésel,2017,91888,115,manual,15353
SsangYong,XLV,Gasolina,2016,83900,128,manual,11990
Opel,Insignia,Diésel,2018,138000,110,manual,15900
Opel,Insignia,Diésel,2017,183000,170,automatic,10999
Opel,Insignia,Diésel,2016,118273,136,manual,13690
Opel,Insignia,Diésel,2016,118273,136,manual,13690
Opel,Insignia,Diésel,2018,138000,136,manual,14490
Opel,Insignia,Diésel,2009,230000,130,automatic,5990
Opel,Insignia,Diésel,2018,112000,136,manual,14450
Opel,Insignia,Diésel,2017,113630,136,manual,11390
Opel,Insignia,Diésel,2017,113630,136,manual,11390
Opel,Insignia,Diésel,2017,138000,136,manual,11990
Opel,Insignia,Diésel,2018,122661,136,manual,15995
Opel,Insignia,Diésel,2016,146260,120,manual,8999
Opel,Insignia,Diésel,2015,118000,140,manual,10990
Opel,Omega,Gasolina,1990,242,177,manual,6000
SsangYong,Tivoli,Diésel,2019,37160,136,manual,14990
SsangYong,Tivoli,Diésel,2019,37160,136,manual,14990
SsangYong,Tivoli,Gasolina,2022,3000,128,manual,19990
SsangYong,Tivoli,Gasolina,2017,24870,128,manual,15499
SsangYong,Tivoli,Diésel,2019,49100,115,manual,16699
SsangYong,Tivoli,Gasolina,2021,6660,128,manual,19299
SsangYong,Tivoli,Diésel,2019,49100,115,manual,16699
SsangYong,Tivoli,Gasolina,2021,6660,128,manual,19299
SsangYong,Tivoli,Diésel,2019,25000,115,manual,17995
SsangYong,Tivoli,Gasolina,2018,7198,128,manual,14990
SsangYong,Tivoli,Gasolina,2020,30512,128,manual,18000
SsangYong,Tivoli,Gasolina,2020,30512,128,manual,18000
SsangYong,Tivoli,Gasolina,2020,30512,128,manual,18000
SsangYong,Tivoli,Gasolina,2020,30512,128,manual,18000
SsangYong,Tivoli,Gasolina,2020,30512,128,manual,18000
SsangYong,Tivoli,Gasolina,2020,30512,128,manual,18000
SsangYong,Tivoli,Gasolina,2020,30512,128,manual,18000
SsangYong,Tivoli,Gasolina,2020,30512,128,manual,18000
SsangYong,Tivoli,Gasolina,2020,30512,128,manual,18000
SsangYong,Tivoli,Gasolina,2020,30512,128,manual,18000
SsangYong,Tivoli,Diésel,2017,86383,115,automatic,14499
SsangYong,Tivoli,Gasolina,2020,30512,128,manual,18000
SsangYong,Tivoli,Gasolina,2020,30512,128,manual,18000
SsangYong,Tivoli,Gasolina,2020,30512,128,manual,18000
SsangYong,Tivoli,Gasolina,2020,30512,128,manual,18000
SsangYong,Tivoli,Diésel,2019,37656,136,manual,15990
SsangYong,Tivoli,Gasolina,2019,37900,128,manual,18490
SsangYong,Tivoli,Diésel,2018,84122,115,automatic,17020
SsangYong,Tivoli,Diésel,2018,84122,115,automatic,17020
SsangYong,Tivoli,Diésel,2018,84122,115,automatic,17020
SsangYong,Korando,Diésel,2014,114000,175,automatic,10990
SsangYong,Korando,Diésel,2014,114000,175,automatic,10990
SsangYong,Korando,Diésel,2014,114000,175,automatic,10990
SsangYong,Korando,Diésel,2015,112539,178,manual,13299
SsangYong,Korando,Diésel,2015,143978,150,manual,11099
SsangYong,Korando,Gasolina,2014,84431,150,manual,10799
SsangYong,Korando,Gasolina,2014,84431,150,manual,10799
SsangYong,Korando,Gasolina,2020,35986,163,manual,19499
SsangYong,Korando,Diésel,2014,62134,149,manual,11990
SsangYong,Korando,Diésel,2014,62134,149,manual,11990
SsangYong,Korando,Diésel,2014,70734,175,automatic,10990
SsangYong,Korando,Diésel,2014,62134,149,manual,11990
SsangYong,Korando,Diésel,2014,62134,149,manual,11990
SsangYong,Korando,Diésel,2014,62134,149,manual,11990
SsangYong,Korando,Diésel,2014,62134,149,manual,11990
SsangYong,Korando,Diésel,2014,62134,149,manual,11990
SsangYong,Korando,Diésel,2014,62134,149,manual,11990
SsangYong,Korando,Diésel,2014,109,149,manual,12800
SsangYong,Korando,Diésel,2014,81440,175,automatic,13530
SsangYong,Korando,Diésel,2014,81440,175,automatic,13530
MINI,Paceman,Diésel,2013,131081,112,manual,13490
MINI,Paceman,Diésel,2013,131081,112,manual,13490
MINI,Paceman,Diésel,2013,131081,112,manual,13490
MINI,Paceman,Diésel,2013,164000,143,manual,12990
Tesla,Model X,Eléctrico,2017,85200,525,automatic,57890
Tesla,Model X,Eléctrico,2018,99996,525,automatic,67500
Tesla,Model X,Eléctrico,2018,99996,525,automatic,67500
Tesla,Model X,Eléctrico,2019,79000,333,automatic,62990
Tesla,Model X,Eléctrico,2017,119877,525,automatic,61263
Tesla,Model X,Eléctrico,2017,119877,525,automatic,61263
Tesla,Model X,Eléctrico,2019,69000,333,automatic,57500
Tesla,Model X,Eléctrico,2017,65000,333,automatic,57990
Tesla,Model Y,Eléctrico,2022,18000,351,automatic,61900
Tesla,Model Y,Eléctrico,2021,33000,351,automatic,60000
Nissan,Primastar,Diésel,2005,340000,100,manual,6990
Nissan,Primastar,Diésel,2004,200000,82,manual,6999
Nissan,Primastar,Diésel,2008,290000,145,manual,6997
Nissan,Primastar,Diésel,2005,433,100,manual,7500
KIA,Soul,Diésel,2009,187000,128,manual,5290
KIA,Ceed,Diésel,2011,150000,126,manual,4999
KIA,Ceed,Gasolina,2014,45303,100,manual,10900
KIA,Ceed,Diésel,2010,212000,128,manual,4900
KIA,Ceed,Gasolina,2022,19000,100,manual,8000
KIA,Ceed,Diésel,2020,67122,136,manual,21950
KIA,Ceed,Diésel,2020,67122,136,manual,21950
KIA,Ceed,Diésel,2020,67122,136,manual,21950
KIA,Ceed,Diésel,2020,67122,136,manual,21950
KIA,Ceed,Diésel,2020,67122,136,manual,21950
KIA,Ceed,Diésel,2019,60802,115,manual,17500
KIA,Ceed,Diésel,2018,86000,136,manual,215
KIA,Ceed,Gasolina,2020,93000,119,manual,318
KIA,Ceed,Gasolina,2020,93000,119,manual,314
KIA,Ceed,Gasolina,2020,26221,140,manual,21735
KIA,Ceed,Gasolina,2020,26221,140,manual,21735
KIA,Ceed,Gasolina,2020,26221,140,manual,21735
KIA,Ceed,Gasolina,2020,26221,140,manual,21735
KIA,Ceed,Gasolina,2020,26221,140,manual,21735
KIA,Ceed,Gasolina,2020,26221,140,manual,21735
KIA,Ceed,Gasolina,2020,26221,140,manual,21735
KIA,Ceed,Gasolina,2020,26221,140,manual,21735
KIA,Ceed,Gasolina,2020,26221,140,manual,21735
KIA,Ceed,Gasolina,2020,26221,140,manual,21735
KIA,Ceed,Gasolina,2020,26221,140,manual,21735
KIA,Ceed,Gasolina,2020,26221,140,manual,21735
KIA,Ceed,Gasolina,2020,26221,140,manual,21735
KIA,Ceed,Gasolina,2020,26221,140,manual,21735
KIA,Carens,Diésel,2008,240000,140,manual,3490
KIA,Carens,Diésel,2016,108901,115,manual,11990
KIA,Carens,Diésel,2017,60892,141,automatic,20125
KIA,Carens,Diésel,2017,60892,141,automatic,20125
KIA,Carens,Diésel,2017,60892,141,automatic,20125
KIA,Carens,Diésel,2017,60892,141,automatic,20125
KIA,Carens,Diésel,2017,60892,141,automatic,20125
KIA,Carens,Diésel,2016,108901,115,manual,11990
KIA,Carens,Diésel,2016,108901,115,manual,11990
KIA,Carens,Diésel,2016,108901,115,manual,11990
KIA,Carens,Diésel,2016,108901,115,manual,11990
KIA,Carens,Diésel,2016,108901,115,manual,11990
KIA,Carens,Diésel,2016,85000,141,manual,11990
KIA,Carens,Diésel,2018,103310,115,manual,14390
KIA,Carens,Diésel,2016,108901,115,manual,11990
KIA,Carens,Diésel,2017,60892,141,automatic,20125
KIA,Carens,Diésel,2016,108901,115,manual,11990
KIA,Carens,Diésel,2016,108901,115,manual,11990
KIA,Carens,Diésel,2016,85000,141,manual,11990
KIA,Carens,Diésel,2017,60892,141,automatic,20125
KIA,Carens,Diésel,2017,60892,141,automatic,20125
KIA,Sorento,Diésel,2007,175000,170,automatic,6990
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Sorento,Diésel,2016,62972,200,manual,24400
KIA,Stonic,Gasolina,2020,6000,100,manual,17900
KIA,Stonic,Gasolina,2018,65000,120,manual,17500
KIA,Stonic,Gasolina,2018,49650,120,manual,13990
KIA,Stonic,Gasolina,2018,49650,120,manual,13990
KIA,Stonic,Gasolina,2018,49650,120,manual,13990
KIA,Stonic,Gasolina,2018,49650,120,manual,13990
KIA,Stonic,Gasolina,2018,49650,120,manual,13990
KIA,Stonic,Gasolina,2018,49650,120,manual,13990
KIA,Stonic,Gasolina,2018,49650,120,manual,13990
KIA,Stonic,Gasolina,2018,49650,120,manual,13990
KIA,Stonic,Gasolina,2018,49650,120,manual,13990
KIA,Stonic,Gasolina,2017,62361,84,manual,13990
KIA,Stonic,Gasolina,2022,5990,120,manual,20750
KIA,Stonic,Gasolina,2021,56809,100,manual,18990
KIA,Stonic,Gasolina,2021,50085,84,manual,15900
KIA,Stonic,Gasolina,2021,34573,100,manual,15990
KIA,Stonic,Gasolina,2022,10892,100,manual,19450
KIA,Stonic,Gasolina,2021,59327,84,manual,16900
KIA,Stonic,Diésel,2018,100111,110,manual,13990
KIA,Stonic,Gasolina,2018,27447,120,automatic,20990
KIA,Stonic,Gasolina,2020,48355,100,manual,16990
KIA,Stonic,Gasolina,2021,37892,100,manual,19200
KIA,Stonic,Gasolina,2021,39642,100,manual,22000
KIA,Stonic,Gasolina,2019,11522,120,manual,20450
KIA,Stonic,Gasolina,2021,42197,100,manual,18800
KIA,Stonic,Gasolina,2022,10,84,manual,19990
KIA,Sportage,Gasolina,2021,8600,132,manual,21990
KIA,Sportage,Diésel,2018,46000,115,manual,17900
KIA,Sportage,Diésel,2017,72000,141,automatic,19900
KIA,Sportage,Diésel,2020,94000,115,manual,441
KIA,Sportage,Diésel,2020,93000,136,manual,281
KIA,Sportage,Diésel,2020,99950,115,manual,240
KIA,Sportage,Diésel,2018,51000,115,manual,481
KIA,Sportage,Diésel,2019,70099,115,manual,372
KIA,Sportage,Gasolina,2018,38970,132,manual,366
KIA,Sportage,Diésel,2019,99950,136,manual,489
KIA,Sportage,Diésel,2018,51000,115,manual,253
KIA,Sportage,Gasolina,2014,128000,135,manual,13990
KIA,Sportage,Gasolina,2015,100831,135,manual,14850
KIA,Sportage,Diésel,2020,99492,115,manual,20790
KIA,Sportage,Gasolina,2015,100831,135,manual,14850
KIA,Sportage,Diésel,2017,72621,115,manual,18750
KIA,Sportage,Gasolina,2015,100831,135,manual,14850
KIA,Sportage,Gasolina,2015,100831,135,manual,14850
KIA,Sportage,Diésel,2017,72621,115,manual,18750
KIA,Sportage,Diésel,2017,72621,115,manual,18750
KIA,Sportage,Diésel,2017,72621,115,manual,18750
Lexus,NX,Eléctrico,2019,32000,197,automatic,32400
Lexus,NX,Eléctrico,2016,109000,223,automatic,675
Lexus,NX,Eléctrico,2018,115146,197,automatic,27990
Lexus,NX,Eléctrico,2016,92154,197,automatic,20990
Lexus,NX,Eléctrico,2016,92154,197,automatic,20990
Lexus,NX,Eléctrico,2016,92154,197,automatic,20990
Lexus,NX,Eléctrico,2016,92154,197,automatic,20990
Lexus,NX,Eléctrico,2016,92154,197,automatic,20990
Lexus,NX,Eléctrico,2016,92154,197,automatic,20990
Lexus,NX,Eléctrico,2016,92154,197,automatic,20990
Lexus,NX,Gasolina,2016,65005,197,automatic,28750
Lexus,NX,Eléctrico,2018,62000,197,automatic,33100
Lexus,NX,Eléctrico,2017,95385,197,automatic,24490
Lexus,NX,Eléctrico,2017,54466,197,automatic,33450
Lexus,RX,Eléctrico,2009,187500,299,automatic,16900
Lexus,RX,Eléctrico,2020,15000,313,automatic,53990
Lexus,RX,Eléctrico,2016,73381,313,automatic,44990
Lexus,RX,Eléctrico,2018,87629,313,automatic,43450
Lexus,RX,Eléctrico,2017,56000,313,automatic,44300
Lexus,RX,Eléctrico,2017,56000,313,automatic,44300
Lexus,RX,Eléctrico,2010,200000,272,automatic,17990
Lexus,RX,Eléctrico,2016,132000,313,automatic,25990
Lexus,RX,Eléctrico,2013,146200,299,automatic,18990
Lexus,RX,Eléctrico,2013,146200,299,automatic,18990
Lexus,RX,Eléctrico,2013,146200,299,automatic,18990
Lexus,RX,Eléctrico,2013,146200,299,automatic,18990
Lexus,RX,Eléctrico,2013,146200,299,automatic,18990
Lexus,RX,Eléctrico,2013,146200,299,automatic,18990
Lexus,RX,Eléctrico,2013,146200,299,automatic,18990
Lexus,RX,Eléctrico,2013,146200,299,automatic,18990
Lexus,RX,Eléctrico,2013,146200,299,automatic,18990
Lexus,RX,Eléctrico,2013,146200,299,automatic,18990
Lexus,RX,Eléctrico,2013,146200,299,automatic,18990
