make,model,fuel,year,kms,power,transmission,price
KIA,Carens,Gasolina,2016,82008,135,manual,14145
Volkswagen,Golf Plus,Diésel,2014,190000,105,manual,8300
KIA,Carens,Diésel,2016,122453,141,manual,14250
KIA,Carens,Diésel,2015,56589,115,manual,14795
KIA,Carens,Diésel,2017,116628,141,manual,16330
KIA,Carens,Diésel,2016,91009,115,manual,12900
KIA,Carens,Diésel,2017,61262,115,manual,15200
KIA,Carens,Diésel,2017,111464,115,manual,13570
Volkswagen,Transporter,Diésel,2018,83787,102,manual,24990
Volkswagen,Transporter,Diésel,2018,83787,102,manual,24990
Volkswagen,Transporter,Diésel,2018,83787,102,manual,24990
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2017,112227,135,manual,14145
Volkswagen,Transporter,Diésel,2018,83787,102,manual,24990
Volkswagen,Transporter,Diésel,2018,83787,102,manual,24990
Volkswagen,Transporter,Diésel,2018,83787,102,manual,24990
Volkswagen,Transporter,Diésel,2018,83787,102,manual,24990
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
Volkswagen,Transporter,Diésel,2018,117000,102,manual,20900
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
Volkswagen,Transporter,Diésel,2018,83787,102,manual,24990
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
KIA,Carens,Diésel,2016,122453,141,manual,14250
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
KIA,Carens,Gasolina,2018,90200,135,manual,12990
KIA,Carens,Diésel,2015,56589,115,manual,14795
KIA,Carens,Diésel,2017,116628,141,manual,16330
KIA,Carens,Diésel,2017,111464,115,manual,13570
Volkswagen,Transporter,Diésel,2018,83787,102,manual,24990
Volkswagen,Transporter,Diésel,2018,83787,102,manual,24990
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2017,112227,135,manual,14145
KIA,Carens,Diésel,2016,122453,141,manual,14250
Volkswagen,Transporter,Diésel,2018,83787,102,manual,24990
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
KIA,Carens,Diésel,2015,56589,115,manual,14795
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
KIA,Carens,Diésel,2017,116628,141,manual,16330
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
Volkswagen,Transporter,Diésel,2011,127705,102,manual,16900
KIA,Carens,Diésel,2014,146835,115,manual,10495
KIA,Carens,Diésel,2014,146835,115,manual,10495
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
Ford,Grand C-MAX,Diésel,2016,65381,120,manual,15990
Volkswagen,California,Diésel,2018,32000,150,manual,54000
Volkswagen,California,Diésel,2016,81962,150,manual,43990
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
KIA,Carens,Gasolina,2016,82008,135,manual,14145
Maserati,Quattroporte,Diésel,2019,22000,275,automatic,69900
Ford,Focus,Gasolina,2017,41069,250,manual,24990
Ford,Focus,Gasolina,2017,41069,250,manual,24990
Ford,Focus,Gasolina,2017,41069,250,manual,24990
Ford,Focus,Gasolina,2017,41069,250,manual,24990
Ford,Focus,Gasolina,2017,41069,250,manual,24990
Ford,Focus,Gasolina,2019,29781,125,manual,16990
Ford,Focus,Diésel,2018,99500,120,automatic,16490
Ford,Focus,Gasolina,2019,63488,150,automatic,19990
Ford,Focus,Gasolina,2018,50344,125,automatic,20528
Ford,Focus,Gasolina,2018,50344,125,automatic,20528
Ford,Focus,Gasolina,2018,50344,125,automatic,20528
Ford,Focus,Gasolina,2018,50344,125,automatic,20528
Ford,Focus,Gasolina,2018,50344,125,automatic,20528
Ford,Focus,Gasolina,2018,50344,125,automatic,20528
Ford,Focus,Diésel,2019,69934,120,manual,20350
Ford,Focus,Diésel,2019,69934,120,manual,20350
Ford,Focus,Diésel,2019,69934,120,manual,20350
Ford,Focus,Diésel,2019,69934,120,manual,20350
Ford,Focus,Diésel,2019,69934,120,manual,20350
Ford,Focus,Diésel,2019,69934,120,manual,20350
Ford,Focus,Diésel,2018,99500,120,automatic,16490
Ford,Focus,Gasolina,2019,63488,150,automatic,19990
Ford,Focus,Diésel,2018,99500,120,automatic,16490
Ford,Focus,Gasolina,2017,41069,250,manual,24990
KIA,Carens,Diésel,2014,167299,136,manual,9490
Ford,Focus,Gasolina,2017,41069,250,manual,24990
Ford,Focus,Gasolina,2017,41069,250,manual,24990
Ford,Focus,Gasolina,2017,41069,250,manual,24990
Ford,Focus,Gasolina,2017,41069,250,manual,24990
Ford,Focus,Gasolina,2017,41069,250,manual,24990
Ford,Focus,Gasolina,2019,63488,150,automatic,19990
Ford,Focus,Gasolina,2019,29781,125,manual,16990
Ford,Focus,Gasolina,2016,31492,250,manual,21699
Ford,Focus,Gasolina,2016,31492,250,manual,21699
Ford,Focus,Gasolina,2018,89621,125,manual,11699
Ford,Focus,Gasolina,2018,89621,125,manual,11699
Ford,Focus,Gasolina,2019,29781,125,manual,16990
Ford,Focus,Gasolina,2019,29781,125,manual,16990
Ford,Focus,Gasolina,2018,50344,125,automatic,20528
Ford,Focus,Diésel,2019,69934,120,manual,20350
Ford,Focus,Diésel,2018,99500,120,automatic,16490
Ford,Focus,Gasolina,2017,41069,250,manual,24990
Ford,Focus,Diésel,2018,99500,120,automatic,16490
Ford,Focus,Gasolina,2019,63488,150,automatic,19990
Ford,Focus,Diésel,2018,99500,120,automatic,16490
Ford,Focus,Diésel,2018,99500,120,automatic,16490
Ford,Focus,Gasolina,2019,63488,150,automatic,19990
Ford,Focus,Diésel,2018,99500,120,automatic,16490
Ford,Focus,Diésel,2018,99500,120,automatic,16490
Ford,Focus,Gasolina,2020,50600,125,manual,17990
Ford,Focus,Gasolina,2019,29781,125,manual,16990
Ford,Focus,Gasolina,2019,63488,150,automatic,19990
Ford,Focus,Gasolina,2019,63488,150,automatic,19990
Ford,Focus,Diésel,2016,95528,120,manual,10490
Ford,Focus,Gasolina,2019,29781,125,manual,16990
Ford,Focus,Gasolina,2019,63488,150,automatic,19990
Ford,Focus,Diésel,2018,99500,120,automatic,16490
Ford,Focus,Gasolina,2019,63488,150,automatic,19990
Ford,Focus,Gasolina,2019,29781,125,manual,16990
Ford,Focus,Diésel,2003,94000,115,manual,2700
Ford,Focus,Diésel,2006,150000,110,manual,3499
Ford,Focus,Diésel,2004,59000,100,manual,4490
Ford,Focus,Diésel,2018,114000,120,manual,11300
Ford,Focus,Diésel,2018,114000,120,manual,11300
Ford,Focus,Gasolina,2014,79000,125,manual,10450
Ford,Focus,Diésel,2008,250000,109,manual,4900
Ford,Focus,Diésel,2019,152690,120,manual,12700
KIA,Sportage,Diésel,2019,99950,136,manual,518
KIA,Sportage,Diésel,2019,99950,136,manual,294
KIA,Sportage,Diésel,2018,51000,115,manual,495
KIA,Sportage,Diésel,2013,81367,115,manual,14960
KIA,Sportage,Gasolina,2018,20888,132,manual,20412
KIA,Sportage,Diésel,2013,81367,115,manual,14960
KIA,Sportage,Gasolina,2018,20888,132,manual,20412
KIA,Sportage,Diésel,2013,81367,115,manual,14960
KIA,Sportage,Gasolina,2018,20888,132,manual,20412
KIA,Sportage,Diésel,2013,81367,115,manual,14960
KIA,Sportage,Diésel,2017,107124,115,manual,17890
KIA,Sportage,Diésel,2020,43756,136,manual,23990
KIA,Sportage,Gasolina,2018,20888,132,manual,20412
KIA,Sportage,Diésel,2013,81367,115,manual,14960
KIA,Sportage,Diésel,2013,81367,115,manual,14960
KIA,Sportage,Gasolina,2018,20888,132,manual,20412
KIA,Sportage,Gasolina,2018,20888,132,manual,20412
KIA,Sportage,Diésel,2013,81367,115,manual,14960
KIA,Sportage,Gasolina,2018,20888,132,manual,20412
KIA,Sportage,Diésel,2013,81367,115,manual,14960
KIA,Sportage,Gasolina,2018,20888,132,manual,20412
KIA,Sportage,Gasolina,2018,20888,132,manual,20412
KIA,Sportage,Diésel,2013,81367,115,manual,14960
KIA,Sportage,Gasolina,2018,20888,132,manual,20412
KIA,Sportage,Gasolina,2018,20888,132,manual,20412
KIA,Sportage,Diésel,2013,81367,115,manual,14960
KIA,Sportage,Gasolina,2018,20888,132,manual,20412
KIA,Sportage,Diésel,2022,6990,180,automatic,32110
KIA,Sportage,Diésel,2022,6990,180,automatic,32110
KIA,Sportage,Diésel,2015,169771,115,manual,9990
KIA,Sportage,Diésel,2022,6990,180,automatic,32110
KIA,Sportage,Diésel,2015,169771,115,manual,9990
KIA,Sportage,Diésel,2022,6990,180,automatic,32110
KIA,Sportage,Diésel,2015,169771,115,manual,9990
KIA,Sportage,Diésel,2015,110391,115,manual,14490
KIA,Sportage,Diésel,2015,169771,115,manual,9990
KIA,Sportage,Diésel,2015,110391,115,manual,14490
KIA,Sportage,Diésel,2015,110391,115,manual,14490
KIA,Sportage,Diésel,2015,110391,115,manual,14490
Dacia,Sandero,Gasolina,2017,60000,90,manual,10990
Dacia,Sandero,Gasolina,2019,3500,73,manual,9990
Dacia,Sandero,Diésel,2017,80000,90,manual,11690
Dacia,Sandero,Diésel,2016,42559,90,manual,9490
Dacia,Sandero,Gasolina,2017,60000,90,manual,10990
Dacia,Sandero,Gasolina,2017,60000,90,manual,10990
Dacia,Sandero,Gasolina,2017,60000,90,manual,10990
Dacia,Sandero,Gasolina,2017,60000,90,manual,10990
Dacia,Sandero,Gasolina,2017,60000,90,manual,10990
Dacia,Sandero,Gasolina,2017,60000,90,manual,10990
Dacia,Sandero,Gasolina,2017,60000,90,manual,10990
Dacia,Sandero,Gasolina,2017,87041,90,manual,9799
Dacia,Sandero,Gasolina,2017,87041,90,manual,9699
Dacia,Sandero,Gasolina,2017,87041,90,manual,9799
Dacia,Sandero,Gasolina,2017,87041,90,manual,9699
Dacia,Sandero,Gasolina,2019,55427,90,manual,12399
Dacia,Sandero,Gasolina,2019,55427,90,manual,12099
Dacia,Sandero,Gasolina,2019,55427,90,manual,12399
Dacia,Sandero,Gasolina,2019,55427,90,manual,12099
Dacia,Sandero,Diésel,2018,87946,90,manual,12099
Dacia,Sandero,Diésel,2018,87946,90,manual,11899
Dacia,Sandero,Diésel,2018,87946,90,manual,11599
Dacia,Sandero,Diésel,2018,87946,90,manual,12099
Dacia,Sandero,Diésel,2018,87946,90,manual,11899
Dacia,Sandero,Diésel,2018,87946,90,manual,11599
Dacia,Sandero,Gasolina,2020,20406,101,manual,13999
Dacia,Sandero,Gasolina,2020,20406,101,manual,13999
Dacia,Sandero,Gasolina,2017,27369,90,manual,12199
Dacia,Sandero,Gasolina,2017,27369,90,manual,12099
Dacia,Sandero,Gasolina,2017,27369,90,manual,12199
Dacia,Sandero,Gasolina,2017,27369,90,manual,12099
Dacia,Sandero,Gasolina,2017,60000,90,manual,10990
Dacia,Sandero,Gasolina,2017,60000,90,manual,10990
Land Rover,Range Rover Sport,Diésel,2021,24623,249,automatic,77900
Land Rover,Range Rover Sport,Diésel,2021,24623,249,automatic,77900
Land Rover,Range Rover Sport,Diésel,2021,24623,249,automatic,77900
Land Rover,Range Rover Sport,Diésel,2019,155000,339,automatic,64990
Land Rover,Range Rover Sport,Diésel,2013,249560,256,automatic,26500
Land Rover,Range Rover Sport,Diésel,2013,249560,256,automatic,27500
Volkswagen,Golf,Diésel,2020,87000,115,manual,235
Peugeot,1007,Gasolina,2006,150000,75,manual,3799
Volkswagen,Golf,Gasolina,2020,86000,149,manual,280
Volkswagen,Golf,Diésel,2019,99950,115,manual,235
Volkswagen,Golf,Gasolina,2018,81000,115,manual,217
Volkswagen,Golf,Diésel,2017,96000,116,manual,486
Volkswagen,Golf,Diésel,2017,99000,115,manual,227
Volkswagen,Golf,Diésel,2020,88000,115,manual,431
Volkswagen,Golf,Diésel,2018,95000,115,manual,430
Volkswagen,Golf,Diésel,2018,95000,115,manual,422
Volkswagen,Golf,Gasolina,2018,81000,115,manual,337
Volkswagen,Golf,Gasolina,2018,107000,204,manual,590
Volkswagen,Golf,Gasolina,2020,89000,149,manual,497
Volkswagen,Golf,Gasolina,2020,91000,149,manual,493
Volkswagen,Golf,Gasolina,2020,86000,149,manual,497
Volkswagen,Golf,Diésel,2018,112000,149,manual,462
Volkswagen,Golf,Gasolina,2020,111000,130,manual,451
Volkswagen,Golf,Diésel,2019,99950,115,manual,434
Volkswagen,Golf,Diésel,2020,99950,115,manual,427
Volkswagen,Golf,Diésel,2020,87000,115,manual,431
Volkswagen,Golf,Diésel,2017,99000,115,manual,477
Volkswagen,Golf,Diésel,2019,107000,115,manual,405
Volkswagen,Golf,Diésel,2017,115000,116,manual,434
Peugeot,208,Gasolina,2022,79400,110,automatic,15900
Volkswagen,Golf,Gasolina,2020,11555,115,manual,21850
Volkswagen,Golf,Gasolina,2020,11555,115,manual,21850
Volkswagen,Golf,Gasolina,2020,11555,115,manual,21850
Volkswagen,Golf,Gasolina,2020,27983,130,manual,19990
Volkswagen,Golf,Gasolina,2019,64562,245,automatic,28590
Volkswagen,Golf,Gasolina,2020,11555,115,manual,21850
Renault,Clio,Gasolina,2016,81081,75,manual,9490
Renault,Clio,Gasolina,2019,39859,90,manual,12990
Renault,Clio,Gasolina,2016,81081,75,manual,9490
Renault,Clio,Gasolina,2019,39859,90,manual,12990
Renault,Clio,Gasolina,2019,39859,90,manual,12990
Renault,Clio,Gasolina,2016,81081,75,manual,9490
Renault,Clio,Gasolina,2016,81081,75,manual,9490
Renault,Clio,Gasolina,2019,50860,130,automatic,17380
Renault,Clio,Gasolina,2016,81081,75,manual,9490
Renault,Clio,Gasolina,2019,39859,90,manual,12990
Renault,Clio,Gasolina,2019,39859,90,manual,12990
Renault,Clio,Gasolina,2017,105,120,manual,10990
Renault,Clio,Gasolina,2016,81081,75,manual,9490
Renault,Clio,Gasolina,2017,105,120,manual,10990
Renault,Clio,Gasolina,2017,105,120,manual,10990
Renault,Clio,Gasolina,2019,39859,90,manual,12990
Renault,Clio,Gasolina,2017,105,120,manual,10990
Renault,Clio,Gasolina,2019,39859,90,manual,12990
Renault,Clio,Gasolina,2019,39859,90,manual,12990
Renault,Clio,Gasolina,2011,149000,75,manual,5990
Peugeot,208,Gasolina,2020,41771,100,manual,13990
Peugeot,208,Gasolina,2018,31380,110,manual,14835
Peugeot,208,Gasolina,2018,31380,110,manual,14835
Peugeot,208,Gasolina,2020,24390,100,manual,16318
Peugeot,208,Gasolina,2020,24390,100,manual,16318
Peugeot,208,Gasolina,2017,17775,208,manual,21200
Peugeot,208,Gasolina,2017,17775,208,manual,21200
Peugeot,208,Gasolina,2018,31380,110,manual,14835
Nissan,Note,Gasolina,2012,52000,88,manual,8999
Nissan,Note,Gasolina,2015,53594,80,manual,8990
Nissan,Note,Gasolina,2014,128000,80,manual,8990
Nissan,Note,Diésel,2014,148675,90,manual,8990
Peugeot,208,Gasolina,2020,24390,100,manual,16318
Peugeot,208,Gasolina,2017,17775,208,manual,21200
Peugeot,208,Gasolina,2018,31380,110,manual,14835
Peugeot,208,Gasolina,2020,24390,100,manual,16318
Peugeot,208,Gasolina,2020,24390,100,manual,16318
Peugeot,208,Gasolina,2017,17775,208,manual,21200
Peugeot,208,Gasolina,2017,17775,208,manual,21200
Peugeot,208,Gasolina,2018,31380,110,manual,14835
Peugeot,208,Gasolina,2020,24390,100,manual,16318
Peugeot,208,Gasolina,2017,17775,208,manual,21200
Peugeot,208,Gasolina,2020,24390,100,manual,16318
Peugeot,208,Gasolina,2017,17775,208,manual,21200
Peugeot,208,Gasolina,2018,31380,110,manual,14835
Peugeot,208,Gasolina,2020,24390,100,manual,16318
Peugeot,208,Gasolina,2017,17775,208,manual,21200
Peugeot,208,Gasolina,2019,79009,82,manual,10490
Renault,Clio,Diésel,2010,117615,65,manual,5499
Peugeot,3008,Gasolina,2019,56000,130,manual,19990
Peugeot,3008,Gasolina,2019,56000,130,manual,19990
Peugeot,3008,Gasolina,2019,56000,130,manual,19990
Peugeot,3008,Gasolina,2019,56000,130,manual,19990
Peugeot,3008,Gasolina,2019,56000,130,manual,19990
Peugeot,3008,Gasolina,2020,32341,130,manual,22890
Peugeot,3008,Gasolina,2020,32341,130,manual,22890
Peugeot,3008,Gasolina,2019,56000,130,manual,19990
Peugeot,2008,Gasolina,2021,39990,130,manual,19990
Peugeot,2008,Gasolina,2021,39990,130,manual,19990
SEAT,Leon,Gasolina,2019,48428,150,manual,18850
SEAT,Leon,Gasolina,2009,109773,160,manual,10700
SEAT,Leon,Gasolina,2017,108120,110,manual,12179
SEAT,Leon,Gasolina,2019,48428,150,manual,18850
SEAT,Leon,Gasolina,2009,109773,160,manual,10700
SEAT,Leon,Gasolina,2015,169951,125,manual,9990
SEAT,Leon,Gasolina,2019,48428,150,manual,18850
SEAT,Leon,Gasolina,2019,48428,150,manual,18850
SEAT,Leon,Gasolina,2019,48428,150,manual,18850
Porsche,Macan,Gasolina,2015,107385,400,automatic,55500
SEAT,Leon,Gasolina,2019,48428,150,manual,18850
SEAT,Leon,Gasolina,2019,48428,150,manual,18850
SEAT,Leon,Gasolina,2019,48428,150,manual,18850
SEAT,Leon,Diésel,2005,285000,150,manual,3900
SEAT,Leon,Diésel,2017,193548,115,manual,10475
SEAT,Leon,Diésel,2013,151210,149,manual,13390
SEAT,Leon,Gasolina,2019,48428,150,manual,18850
SEAT,Leon,Gasolina,2019,48428,150,manual,18850
SEAT,Leon,Gasolina,2019,48428,150,manual,18850
SEAT,Leon,Gasolina,2019,48428,150,manual,18850
SEAT,Leon,Gasolina,2019,48428,150,manual,18850
SEAT,Leon,Gasolina,2019,48428,150,manual,18850
SEAT,Leon,Gasolina,2015,169951,125,manual,9990
SEAT,Leon,Diésel,2017,193548,115,manual,10475
SEAT,Leon,Gasolina,2015,169951,125,manual,9990
SEAT,Leon,Gasolina,2019,48428,150,manual,18850
SEAT,Leon,Gasolina,2019,65000,150,manual,20500
SEAT,Leon,Gasolina,2019,32000,290,automatic,27900
SEAT,Leon,Gasolina,2019,41494,115,manual,16250
SEAT,Leon,Gasolina,2015,169951,125,manual,9990
SEAT,Leon,Diésel,2006,207000,149,manual,4990
SEAT,Leon,Gasolina,2018,53900,110,manual,14990
SEAT,Leon,Gasolina,2018,53900,110,manual,13990
SEAT,Leon,Gasolina,2015,169951,125,manual,9990
SEAT,Leon,Gasolina,2015,169951,125,manual,9990
SEAT,Leon,Diésel,2016,144000,110,manual,14900
SEAT,Leon,Diésel,2013,151210,149,manual,13390
SEAT,Leon,Diésel,2013,151210,149,manual,13390
SEAT,Leon,Gasolina,2019,50000,150,manual,20800
SEAT,Leon,Otros,2019,30552,130,automatic,18990
SEAT,Leon,Otros,2019,30552,130,automatic,18990
Subaru,Outback,Gasolina,2006,220000,165,manual,5999
Subaru,Outback,Gasolina,2006,220000,165,manual,5990
SEAT,Leon,Diésel,2009,155000,105,manual,7900
SEAT,Leon,Diésel,2005,394400,150,manual,5990
Suzuki,Jimny,Gasolina,2022,17000,102,manual,25288
Suzuki,Jimny,Gasolina,2022,17000,102,manual,25288
Suzuki,Jimny,Gasolina,2022,17000,102,manual,25288
Suzuki,Jimny,Gasolina,2022,17000,102,manual,25288
Suzuki,Jimny,Gasolina,2022,17000,102,manual,25288
Suzuki,Jimny,Gasolina,2018,90,85,manual,16500
SEAT,Leon,Diésel,2021,13500,150,automatic,27500
Suzuki,Baleno,Gasolina,2018,75109,111,manual,12363
Suzuki,Baleno,Gasolina,2018,75109,111,manual,12363
Suzuki,Baleno,Gasolina,2018,75109,111,manual,12363
Suzuki,Baleno,Gasolina,2018,75109,111,manual,12363
SEAT,Leon,Diésel,2015,48700,110,manual,12790
SEAT,Leon,Diésel,2013,186603,105,manual,9800
SEAT,Leon,Diésel,2001,212000,110,manual,2990
SEAT,Leon,Diésel,2016,248000,110,manual,7700
SEAT,Leon,Diésel,2016,248000,110,manual,7500
SEAT,Leon,Diésel,2022,8500,150,automatic,27200
Ford,Focus,Gasolina,2018,22074,125,manual,17900
Ford,Focus,Gasolina,2018,22074,125,manual,17900
Ford,Focus,Diésel,2018,41589,120,manual,16490
Ford,Focus,Diésel,2018,41589,120,manual,15990
Ford,Focus,Diésel,2018,54094,120,manual,17990
Ford,Focus,Diésel,2018,54094,120,manual,16690
Ford,Focus,Diésel,2016,79955,120,manual,13390
Ford,Focus,Diésel,2016,79955,120,manual,12990
Ford,Focus,Gasolina,2018,22074,125,manual,17900
Ford,Focus,Gasolina,2018,22074,125,manual,17900
Ford,Focus,Gasolina,2018,22074,125,manual,17900
Ford,Focus,Gasolina,2018,22074,125,manual,17900
Ford,Focus,Gasolina,2018,22074,125,manual,17900
Ford,Focus,Gasolina,2018,22074,125,manual,17900
Ford,Focus,Diésel,2018,58800,120,automatic,17490
Ford,Focus,Gasolina,2017,35000,250,manual,21990
Ford,Focus,Diésel,2018,58800,120,automatic,17490
Ford,Focus,Diésel,2018,58800,120,automatic,17490
Ford,Focus,Gasolina,2017,35000,250,manual,21990
Ford,Focus,Gasolina,2017,35000,250,manual,21990
Ford,Focus,Diésel,2018,58800,120,automatic,17490
Ford,Focus,Gasolina,2017,35000,250,manual,21990
Ford,Focus,Diésel,2016,91464,120,manual,11590
Ford,Focus,Diésel,2016,91464,120,manual,11590
Ford,Focus,Diésel,2016,91464,120,manual,11590
Ford,Focus,Diésel,2018,58800,120,automatic,17490
Ford,Focus,Diésel,2016,91464,120,manual,11590
Ford,Focus,Gasolina,2017,35000,250,manual,21990
Ford,Focus,Diésel,2016,91464,120,manual,11590
Ford,Focus,Diésel,2018,58800,120,automatic,17490
Ford,Focus,Diésel,2018,58800,120,automatic,17490
Ford,Focus,Gasolina,2017,35000,250,manual,21990
Dacia,Duster,Gasolina,2021,33751,91,manual,19199
Dacia,Duster,Gasolina,2021,33751,91,manual,19199
Dacia,Duster,Gasolina,2017,109000,115,manual,11999
Dacia,Duster,Diésel,2015,100000,125,manual,10990
Fiat,500L,Gasolina,2021,15179,95,manual,18400
Fiat,500L,Gasolina,2017,103755,95,manual,12639
Fiat,500L,Gasolina,2015,65756,95,manual,12600
Fiat,500L,Diésel,2018,37377,95,automatic,18285
Fiat,500L,Gasolina,2021,15179,95,manual,18400
Fiat,500L,Gasolina,2017,103755,95,manual,12639
Fiat,500L,Gasolina,2015,65756,95,manual,12600
Fiat,500L,Gasolina,2017,103755,95,manual,12639
Fiat,500L,Gasolina,2015,65756,95,manual,12600
Fiat,500L,Diésel,2018,37377,95,automatic,18285
Fiat,500L,Gasolina,2021,15179,95,manual,18400
Fiat,500L,Diésel,2018,37377,95,automatic,18285
Ford,Focus,Gasolina,2000,90011,100,manual,2280
Ford,Focus,Gasolina,2020,13365,125,manual,24500
Ford,Focus,Diésel,2020,94000,119,manual,227
Ford,Focus,Diésel,2020,94000,119,manual,410
Ford,Focus,Diésel,2016,62000,119,manual,359
Ford,Focus,Diésel,2019,99950,119,manual,410
Ford,Focus,Diésel,2017,107000,119,manual,175
Ford,Focus,Diésel,2020,94000,119,manual,420
Ford,Focus,Gasolina,2019,99000,125,manual,385
Ford,Focus,Diésel,2017,107000,119,manual,314
Ford,Focus,Diésel,2016,62000,119,manual,364
Ford,Focus,Diésel,2011,155079,115,manual,7990
Ford,Focus,Diésel,2011,155079,115,manual,8290
Ford,Focus,Diésel,2017,87772,120,manual,12535
Ford,Focus,Diésel,2017,87772,120,manual,12535
Ford,Focus,Diésel,2017,87772,120,manual,12535
Ford,Focus,Diésel,2017,87772,120,manual,12535
Ford,Focus,Diésel,2017,87772,120,manual,12535
Ford,Focus,Diésel,2017,87772,120,manual,12535
Ford,Focus,Diésel,2017,87772,120,manual,12535
Ford,Focus,Diésel,2016,91464,120,manual,11590
Ford,Focus,Gasolina,2017,91180,250,manual,22490
Ford,Focus,Diésel,2016,91464,120,manual,11590
Ford,Focus,Gasolina,2017,91180,250,manual,22490
Ford,Focus,Diésel,2016,91464,120,manual,11590
Ford,Focus,Gasolina,2017,91180,250,manual,22490
Ford,Focus,Diésel,2016,91464,120,manual,11590
Ford,Focus,Gasolina,2017,91180,250,manual,22490
Ford,Focus,Gasolina,2017,91180,250,manual,22490
Ford,Focus,Diésel,2016,91464,120,manual,11590
Ford,Focus,Gasolina,2017,91180,250,manual,22490
Ford,Focus,Diésel,2016,91464,120,manual,11590
Ford,Focus,Gasolina,2017,91180,250,manual,22490
Ford,Focus,Diésel,2016,91464,120,manual,11590
Ford,Focus,Diésel,2016,91464,120,manual,11590
BMW,X1,Diésel,2018,118000,136,manual,538
Nissan,Juke,Gasolina,2020,19926,117,manual,21275
BMW,X1,Diésel,2021,25654,150,automatic,35638
BMW,X1,Diésel,2021,25654,150,automatic,35638
BMW,X1,Diésel,2021,25654,150,automatic,35638
BMW,X1,Diésel,2021,25654,150,automatic,35638
BMW,X1,Diésel,2021,25654,150,automatic,35638
BMW,X1,Diésel,2021,25654,150,automatic,35638
BMW,X1,Diésel,2021,25654,150,automatic,35638
BMW,X1,Diésel,2021,25654,150,automatic,35638
BMW,X1,Diésel,2021,25654,150,automatic,35638
BMW,X1,Diésel,2021,25654,150,automatic,35638
BMW,X1,Diésel,2021,25654,150,automatic,35638
BMW,X1,Diésel,2021,25654,150,automatic,35638
BMW,X1,Diésel,2016,99000,150,manual,20490
BMW,X1,Diésel,2016,99000,150,manual,20490
BMW,X1,Diésel,2016,99000,150,manual,20490
BMW,X1,Diésel,2016,99000,150,manual,20490
BMW,X1,Diésel,2016,99000,150,manual,20490
BMW,X1,Diésel,2016,99000,150,manual,20490
BMW,X1,Diésel,2016,99000,150,manual,20490
BMW,X1,Diésel,2016,99000,150,manual,20490
BMW,X1,Diésel,2016,99000,150,manual,20490
Hyundai,i30,Gasolina,2019,60000,119,manual,208
Hyundai,i30,Diésel,2019,113000,136,manual,438
Hyundai,i30,Diésel,2019,113000,136,manual,442
Hyundai,i30,Gasolina,2019,60000,119,manual,398
Hyundai,i30,Gasolina,2019,88000,119,manual,385
Hyundai,i30,Diésel,2018,110000,115,manual,217
Hyundai,i30,Diésel,2018,110000,115,manual,337
Hyundai,i30,Diésel,2014,138535,110,manual,11490
Hyundai,i30,Diésel,2014,138535,110,manual,11490
Hyundai,i30,Diésel,2014,138535,110,manual,11490
Hyundai,i30,Diésel,2014,138535,110,manual,11490
Hyundai,i30,Diésel,2014,138535,110,manual,11490
